,subID,PSE_subt,range_subt,bias_subt,sigma_subt,PSE_pf,slope_pf,range_pf,bias_pf,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
63,30084.0,0.3054935094447983,0.6616663334733887,0.8201988180046513,0.1304534806271322,0.4406862752328404,0.4857142954716512,0.4857142954716513,0.5560185200238097,16.0,23.0,13.0,16.0,13.0,13.0,2.0,55.0,26.0,34.0,45.0,39.0,55.0,3.0
64,30085.0,0.346665776902568,0.6784973210329126,0.53805698085325,0.0788986528566505,0.4777002944689011,0.553071434545992,0.5530714345459921,0.5275957526131931,13.0,19.0,14.0,17.0,10.0,14.444444444444445,0.0,37.0,40.0,44.0,44.0,48.0,44.0,3.0
65,30086.0,0.3542771135298403,0.8883658283711429,0.7905557554265432,0.0647517950397564,0.6351047234982568,0.78711428447024,0.78711428447024,0.00046973560321392574,14.0,14.0,9.0,16.0,4.0,22.0,7.0,34.0,30.0,45.0,41.0,52.0,56.0,3.0
66,30087.0,0.6457580920687026,0.5871150092698174,0.18454739573968584,0.0721743679326478,0.7521405408229069,0.4032142893147787,0.40321428931477876,0.32964292348987356,12.0,11.0,6.0,15.0,7.0,23.0,0.0,15.0,39.0,43.0,46.0,56.0,48.0,4.0
67,30088.0,0.4473182188950104,0.9816620275700444,0.5455562596723555,0.0363289624379034,0.3935238080404492,1.0,0.8935238080404493,1.0,9.0,16.0,11.0,12.0,5.0,36.0,10.0,28.0,45.81818181818182,31.0,41.0,45.0,42.0,4.0
68,30089.0,0.3614940364499924,0.8155618091049761,0.6169467247041648,0.1074923810950145,0.5999537294899979,0.7717857121923747,0.7717857121923748,0.16197182024926457,29.0,24.0,14.0,16.0,21.0,9.0,19.0,52.0,17.0,42.0,38.0,44.0,65.0,0.0
69,30090.0,0.4342837184095304,0.8695724672438996,0.5249974380107508,0.0704441132202823,0.586642604150037,0.7914285693892903,0.7914285693892904,0.17123286228681908,12.0,14.0,6.0,10.0,9.0,29.0,8.0,26.0,39.0,45.0,43.0,40.0,42.0,3.0
70,30091.0,0.2321666627600242,0.5537983430308488,0.7235927904423427,0.0431102958399411,0.3698395596707989,0.6603571475141246,0.6603571475141246,0.7530669391859146,13.0,21.0,16.0,14.0,16.0,22.0,14.0,38.0,31.0,45.0,47.0,36.0,46.0,5.0
71,30093.0,0.4084512185490054,0.6881501870892951,0.808796407441492,0.0983495013158626,0.5713960922308404,0.5235714376433457,0.5235714376433458,0.4215392241252013,8.0,10.0,10.0,18.0,6.0,22.0,0.0,26.0,38.0,42.0,45.0,46.90909090909091,34.0,4.0
72,30094.0,0.471148333026447,0.8060585490935642,0.9495760786593029,0.0881732731087436,0.5151091827765978,0.920285714374224,0.920285714374224,0.3255674631464573,14.0,14.0,14.0,13.0,16.0,20.0,15.0,41.0,38.0,31.0,33.0,37.0,45.0,4.0
73,30095.0,0.3869908139590528,0.6687183412637316,0.7220385480183998,0.1339078285869516,0.2946383455397693,0.4707142911168545,0.47071429111685453,0.682636077225304,20.0,25.0,14.0,18.0,15.0,28.0,11.0,43.0,35.0,49.0,41.0,46.0,64.0,2.0
74,30096.0,0.5251700023327099,0.4149974326630144,0.529912913610822,0.0384835551034856,0.6320495241996151,0.25964285293656,0.25964285293656003,0.4536903029462272,13.0,19.0,14.0,14.0,10.0,23.0,8.0,44.0,34.0,45.0,46.0,42.0,55.0,3.0
